genetic;length;mass;exercise;smoking;alcohol;sugar;lifespan
79.0;177.0;85.0;2.0;20.0;4.0;1.0;71.0
80.0;176.0;90.0;2.0;21.0;3.0;1.0;77.0
77.0;208.0;77.0;1.0;20.0;8.0;2.0;62.0
78.0;205.0;77.0;1.0;0.0;6.0;2.0;83.0
77.0;188.0;74.0;1.0;0.0;2.0;2.0;84.0
80.0;186.0;96.0;1.0;3.0;7.0;3.0;72.0
79.0;196.0;94.0;3.0;0.0;8.0;2.0;91.0
80.0;180.0;70.0;2.0;12.0;6.0;3.0;75.0
82.0;175.0;71.0;1.0;7.0;2.0;2.0;80.0
80.0;211.0;103.0;1.0;0.0;5.0;3.0;76.0
79.0;188.0;89.0;1.0;22.0;7.0;2.0;59.0
81.0;197.0;87.0;3.0;17.0;8.0;2.0;81.0
80.0;194.0;66.0;1.0;21.0;9.0;2.0;65.0
79.0;204.0;61.0;1.0;13.0;6.0;4.0;65.0
82.0;188.0;92.0;3.0;18.0;3.0;3.0;81.0
78.0;193.0;85.0;2.0;0.0;8.0;2.0;90.0
81.0;190.0;89.0;2.0;3.0;1.0;3.0;86.0
79.0;201.0;74.0;1.0;21.0;2.0;2.0;69.0
79.0;177.0;64.0;1.0;13.0;8.0;2.0;70.0
82.0;194.0;65.0;1.0;13.0;6.0;2.0;76.0
80.0;176.0;69.0;2.0;10.0;7.0;1.0;82.0
81.0;169.0;71.0;3.0;3.0;8.0;3.0;93.0
80.0;194.0;91.0;3.0;10.0;8.0;2.0;89.0
81.0;189.0;104.0;2.0;0.0;9.0;2.0;84.0
83.0;173.0;81.0;2.0;8.0;9.0;2.0;76.0
78.0;165.0;70.0;1.0;20.0;10.0;2.0;58.0
81.0;196.0;78.0;1.0;9.0;7.0;4.0;72.0
82.0;201.0;92.0;2.0;2.0;2.0;2.0;94.0
77.0;175.0;84.0;3.0;5.0;6.0;1.0;88.0
79.0;214.0;83.0;2.0;20.0;10.0;3.0;73.0
79.0;167.0;63.0;2.0;9.0;7.0;2.0;84.0
80.0;195.0;83.0;1.0;1.0;4.0;3.0;80.0
76.0;173.0;92.0;1.0;1.0;9.0;3.0;69.0
78.0;199.0;73.0;3.0;1.0;6.0;2.0;94.0
76.0;170.0;71.0;1.0;0.0;8.0;2.0;79.0
78.0;190.0;90.0;3.0;1.0;8.0;3.0;88.0
81.0;188.0;63.0;2.0;20.0;4.0;3.0;75.0
81.0;175.0;64.0;2.0;14.0;4.0;1.0;87.0
78.0;196.0;65.0;1.0;0.0;3.0;1.0;87.0
81.0;198.0;62.0;1.0;17.0;7.0;2.0;73.0
80.0;186.0;62.0;1.0;20.0;7.0;3.0;64.0
80.0;179.0;89.0;2.0;2.0;3.0;3.0;81.0
81.0;197.0;100.0;1.0;20.0;4.0;3.0;55.0
81.0;198.0;86.0;2.0;19.0;3.0;3.0;76.0
81.0;194.0;73.0;2.0;13.0;6.0;2.0;80.0
80.0;176.0;77.0;1.0;22.0;1.0;2.0;62.0
80.0;202.0;64.0;2.0;12.0;6.0;2.0;90.0
80.0;180.0;68.0;3.0;14.0;1.0;4.0;85.0
79.0;167.0;85.0;1.0;6.0;9.0;3.0;63.0
78.0;179.0;85.0;1.0;2.0;6.0;1.0;72.0
80.0;195.0;72.0;2.0;0.0;4.0;3.0;91.0
80.0;191.0;79.0;3.0;10.0;2.0;3.0;92.0
81.0;161.0;77.0;1.0;3.0;3.0;3.0;71.0
81.0;193.0;97.0;2.0;0.0;9.0;3.0;84.0
78.0;196.0;100.0;3.0;2.0;7.0;4.0;85.0
78.0;173.0;80.0;2.0;8.0;4.0;4.0;74.0
81.0;193.0;62.0;2.0;15.0;9.0;3.0;79.0
81.0;188.0;70.0;1.0;15.0;3.0;4.0;68.0
77.0;180.0;91.0;0.0;15.0;4.0;2.0;60.0
82.0;204.0;71.0;2.0;0.0;2.0;3.0;94.0
77.0;199.0;81.0;1.0;0.0;6.0;3.0;78.0
78.0;173.0;82.0;3.0;17.0;5.0;3.0;76.0
82.0;172.0;63.0;1.0;15.0;10.0;2.0;71.0
80.0;198.0;79.0;1.0;12.0;8.0;2.0;71.0
78.0;194.0;85.0;2.0;16.0;7.0;2.0;72.0
79.0;186.0;75.0;1.0;21.0;6.0;4.0;53.0
79.0;172.0;65.0;1.0;20.0;8.0;4.0;52.0
77.0;193.0;88.0;2.0;8.0;6.0;2.0;78.0
83.0;206.0;67.0;1.0;2.0;7.0;1.0;88.0
81.0;188.0;89.0;0.0;4.0;7.0;2.0;69.0
78.0;163.0;97.0;1.0;22.0;7.0;1.0;51.0
77.0;192.0;84.0;1.0;4.0;9.0;4.0;62.0
80.0;191.0;105.0;2.0;8.0;3.0;3.0;82.0
82.0;177.0;66.0;1.0;0.0;7.0;2.0;81.0
80.0;170.0;74.0;2.0;5.0;9.0;3.0;80.0
78.0;173.0;75.0;2.0;6.0;6.0;5.0;71.0
82.0;181.0;69.0;0.0;8.0;9.0;2.0;68.0
80.0;164.0;69.0;3.0;7.0;2.0;2.0;92.0
81.0;210.0;72.0;2.0;2.0;1.0;2.0;97.0
81.0;193.0;110.0;2.0;12.0;6.0;1.0;83.0
81.0;186.0;68.0;2.0;1.0;5.0;3.0;89.0
78.0;176.0;83.0;3.0;1.0;7.0;2.0;97.0
79.0;187.0;86.0;2.0;1.0;6.0;3.0;80.0
82.0;200.0;94.0;1.0;13.0;9.0;2.0;69.0
80.0;208.0;70.0;0.0;3.0;7.0;3.0;70.0
79.0;193.0;62.0;2.0;16.0;5.0;1.0;86.0
79.0;175.0;86.0;2.0;14.0;9.0;1.0;75.0
81.0;164.0;72.0;1.0;16.0;7.0;2.0;67.0
77.0;197.0;101.0;1.0;0.0;5.0;4.0;68.0
80.0;183.0;90.0;1.0;13.0;8.0;1.0;67.0
78.0;178.0;60.0;1.0;10.0;9.0;4.0;63.0
80.0;171.0;93.0;2.0;0.0;8.0;2.0;81.0
79.0;179.0;86.0;0.0;16.0;1.0;1.0;66.0
80.0;176.0;92.0;0.0;7.0;10.0;3.0;54.0
80.0;170.0;68.0;1.0;3.0;6.0;3.0;77.0
81.0;199.0;69.0;3.0;12.0;8.0;3.0;92.0
83.0;184.0;90.0;4.0;4.0;3.0;2.0;105.0
79.0;173.0;73.0;2.0;7.0;1.0;2.0;83.0
79.0;194.0;62.0;2.0;18.0;7.0;3.0;77.0
79.0;164.0;77.0;1.0;12.0;9.0;3.0;61.0
82.0;186.0;74.0;1.0;21.0;7.0;2.0;70.0
78.0;197.0;78.0;2.0;10.0;5.0;2.0;81.0
83.0;163.0;64.0;3.0;9.0;7.0;2.0;92.0
83.0;190.0;70.0;1.0;0.0;9.0;1.0;86.0
76.0;178.0;63.0;3.0;17.0;5.0;1.0;93.0
82.0;167.0;64.0;2.0;9.0;6.0;1.0;86.0
79.0;191.0;80.0;0.0;0.0;1.0;2.0;73.0
78.0;178.0;89.0;1.0;6.0;8.0;1.0;73.0
82.0;211.0;96.0;1.0;5.0;6.0;4.0;68.0
82.0;183.0;97.0;2.0;9.0;7.0;3.0;80.0
77.0;189.0;65.0;1.0;17.0;8.0;3.0;63.0
82.0;197.0;80.0;1.0;19.0;5.0;2.0;71.0
78.0;193.0;62.0;3.0;0.0;7.0;2.0;96.0
78.0;191.0;78.0;1.0;22.0;5.0;3.0;61.0
81.0;175.0;60.0;0.0;13.0;3.0;3.0;64.0
81.0;179.0;84.0;1.0;1.0;7.0;1.0;80.0
81.0;185.0;95.0;2.0;18.0;5.0;3.0;66.0
82.0;178.0;72.0;3.0;8.0;7.0;3.0;90.0
81.0;183.0;79.0;2.0;3.0;9.0;2.0;90.0
78.0;203.0;64.0;0.0;12.0;8.0;1.0;67.0
81.0;186.0;94.0;4.0;22.0;3.0;3.0;86.0
79.0;185.0;76.0;1.0;6.0;4.0;4.0;74.0
82.0;178.0;69.0;2.0;11.0;9.0;2.0;78.0
77.0;198.0;83.0;1.0;13.0;2.0;1.0;72.0
77.0;169.0;73.0;1.0;0.0;8.0;4.0;70.0
79.0;195.0;97.0;1.0;22.0;9.0;1.0;55.0
79.0;169.0;76.0;1.0;18.0;6.0;3.0;59.0
80.0;160.0;80.0;1.0;17.0;6.0;1.0;61.0
79.0;181.0;101.0;3.0;16.0;9.0;2.0;80.0
80.0;186.0;98.0;2.0;4.0;8.0;4.0;70.0
77.0;180.0;76.0;3.0;15.0;5.0;3.0;75.0
80.0;208.0;80.0;1.0;21.0;0.0;3.0;70.0
82.0;194.0;76.0;2.0;19.0;9.0;1.0;78.0
82.0;201.0;71.0;1.0;4.0;8.0;1.0;82.0
83.0;194.0;69.0;2.0;9.0;0.0;4.0;85.0
80.0;199.0;62.0;0.0;18.0;4.0;4.0;59.0
82.0;181.0;70.0;1.0;3.0;8.0;3.0;78.0
82.0;205.0;78.0;1.0;12.0;9.0;2.0;76.0
79.0;186.0;79.0;1.0;17.0;7.0;2.0;63.0
80.0;185.0;67.0;1.0;7.0;0.0;1.0;83.0
82.0;179.0;87.0;2.0;5.0;1.0;2.0;89.0
81.0;193.0;70.0;1.0;20.0;9.0;2.0;66.0
79.0;170.0;70.0;2.0;12.0;8.0;3.0;72.0
80.0;176.0;97.0;2.0;4.0;6.0;3.0;81.0
81.0;206.0;99.0;1.0;10.0;7.0;2.0;75.0
76.0;155.0;112.0;2.0;8.0;3.0;4.0;67.0
81.0;186.0;77.0;1.0;5.0;5.0;2.0;78.0
81.0;187.0;70.0;0.0;0.0;10.0;2.0;71.0
81.0;187.0;64.0;1.0;2.0;8.0;5.0;76.0
80.0;170.0;62.0;1.0;8.0;7.0;3.0;72.0
80.0;179.0;66.0;2.0;21.0;5.0;2.0;73.0
80.0;197.0;97.0;1.0;22.0;9.0;1.0;60.0
81.0;208.0;79.0;2.0;22.0;2.0;3.0;74.0
80.0;174.0;82.0;0.0;8.0;6.0;1.0;67.0
80.0;174.0;86.0;3.0;14.0;3.0;2.0;89.0
80.0;186.0;73.0;2.0;21.0;7.0;4.0;67.0
82.0;184.0;93.0;4.0;16.0;8.0;2.0;91.0
82.0;189.0;70.0;1.0;0.0;6.0;2.0;82.0
81.0;173.0;85.0;1.0;16.0;9.0;1.0;64.0
81.0;173.0;73.0;2.0;1.0;8.0;3.0;85.0
81.0;178.0;78.0;1.0;7.0;4.0;2.0;79.0
80.0;183.0;80.0;1.0;0.0;5.0;4.0;74.0
80.0;198.0;88.0;1.0;12.0;7.0;3.0;67.0
79.0;188.0;83.0;3.0;4.0;6.0;3.0;88.0
80.0;184.0;79.0;2.0;2.0;9.0;2.0;87.0
76.0;179.0;77.0;2.0;4.0;9.0;4.0;70.0
79.0;179.0;79.0;2.0;17.0;5.0;5.0;70.0
78.0;171.0;92.0;1.0;11.0;5.0;2.0;70.0
81.0;165.0;67.0;1.0;18.0;2.0;2.0;68.0
79.0;169.0;67.0;1.0;22.0;7.0;3.0;54.0
80.0;183.0;62.0;1.0;21.0;9.0;2.0;62.0
81.0;188.0;90.0;4.0;16.0;8.0;3.0;86.0
82.0;174.0;65.0;1.0;18.0;6.0;4.0;64.0
79.0;193.0;67.0;2.0;4.0;7.0;2.0;90.0
81.0;192.0;70.0;2.0;8.0;3.0;3.0;86.0
80.0;186.0;94.0;2.0;1.0;5.0;1.0;90.0
79.0;192.0;74.0;1.0;12.0;9.0;1.0;68.0
78.0;170.0;91.0;1.0;17.0;6.0;3.0;60.0
81.0;198.0;65.0;2.0;17.0;3.0;2.0;86.0
77.0;167.0;103.0;3.0;6.0;1.0;3.0;83.0
81.0;182.0;79.0;2.0;0.0;9.0;3.0;81.0
80.0;189.0;76.0;1.0;1.0;4.0;3.0;80.0
81.0;184.0;84.0;2.0;0.0;5.0;1.0;88.0
78.0;182.0;62.0;2.0;17.0;9.0;2.0;71.0
81.0;178.0;84.0;1.0;1.0;3.0;4.0;71.0
78.0;189.0;84.0;2.0;4.0;8.0;2.0;85.0
80.0;197.0;94.0;3.0;2.0;5.0;2.0;95.0
79.0;190.0;70.0;2.0;20.0;8.0;2.0;70.0
81.0;169.0;69.0;2.0;17.0;5.0;2.0;76.0
80.0;183.0;87.0;1.0;19.0;8.0;2.0;60.0
79.0;163.0;92.0;2.0;20.0;9.0;3.0;55.0
82.0;173.0;68.0;1.0;16.0;1.0;1.0;71.0
79.0;186.0;63.0;1.0;15.0;4.0;5.0;64.0
82.0;206.0;71.0;2.0;2.0;1.0;3.0;99.0
81.0;169.0;63.0;2.0;19.0;6.0;2.0;76.0
83.0;185.0;95.0;1.0;0.0;2.0;2.0;83.0
81.0;167.0;82.0;1.0;12.0;6.0;3.0;67.0
82.0;160.0;71.0;2.0;16.0;5.0;3.0;77.0
81.0;194.0;79.0;1.0;1.0;2.0;4.0;77.0
80.0;199.0;93.0;2.0;0.0;9.0;2.0;84.0
82.0;204.0;64.0;1.0;0.0;9.0;2.0;82.0
81.0;213.0;97.0;3.0;3.0;5.0;2.0;101.0
77.0;196.0;87.0;2.0;0.0;8.0;1.0;92.0
80.0;184.0;102.0;2.0;1.0;1.0;3.0;85.0
78.0;168.0;62.0;3.0;5.0;7.0;2.0;89.0
81.0;195.0;61.0;2.0;10.0;8.0;3.0;82.0
82.0;177.0;78.0;2.0;8.0;1.0;3.0;81.0
78.0;167.0;84.0;4.0;20.0;1.0;1.0;91.0
81.0;197.0;68.0;0.0;20.0;8.0;2.0;57.0
80.0;184.0;98.0;2.0;3.0;3.0;4.0;76.0
79.0;183.0;66.0;1.0;0.0;5.0;3.0;82.0
81.0;198.0;63.0;1.0;7.0;7.0;1.0;83.0
78.0;179.0;67.0;1.0;3.0;7.0;5.0;70.0
80.0;182.0;100.0;1.0;13.0;3.0;2.0;62.0
80.0;195.0;92.0;3.0;1.0;7.0;2.0;94.0
79.0;171.0;80.0;1.0;0.0;6.0;4.0;71.0
76.0;186.0;79.0;1.0;21.0;4.0;3.0;59.0
80.0;182.0;102.0;2.0;0.0;5.0;4.0;74.0
79.0;205.0;63.0;1.0;10.0;7.0;1.0;83.0
77.0;203.0;69.0;2.0;22.0;7.0;3.0;72.0
82.0;199.0;84.0;2.0;18.0;1.0;2.0;80.0
81.0;192.0;80.0;0.0;4.0;9.0;2.0;69.0
78.0;191.0;65.0;2.0;5.0;9.0;3.0;79.0
82.0;174.0;79.0;2.0;3.0;6.0;4.0;76.0
79.0;199.0;76.0;2.0;19.0;9.0;2.0;72.0
82.0;207.0;90.0;2.0;8.0;7.0;1.0;92.0
79.0;154.0;67.0;3.0;16.0;7.0;2.0;79.0
80.0;180.0;106.0;1.0;20.0;9.0;3.0;50.0
81.0;172.0;66.0;3.0;6.0;4.0;2.0;98.0
80.0;177.0;84.0;2.0;0.0;6.0;2.0;84.0
78.0;155.0;63.0;1.0;5.0;9.0;2.0;71.0
79.0;194.0;89.0;2.0;9.0;8.0;3.0;80.0
81.0;182.0;67.0;4.0;0.0;5.0;3.0;105.0
82.0;198.0;91.0;2.0;11.0;7.0;2.0;76.0
79.0;198.0;70.0;1.0;0.0;6.0;3.0;74.0
83.0;201.0;71.0;1.0;7.0;5.0;2.0;80.0
79.0;181.0;91.0;1.0;6.0;7.0;4.0;67.0
81.0;194.0;92.0;0.0;10.0;6.0;4.0;57.0
77.0;169.0;61.0;1.0;0.0;3.0;2.0;80.0
78.0;194.0;84.0;0.0;3.0;3.0;1.0;77.0
82.0;177.0;70.0;1.0;21.0;6.0;1.0;67.0
78.0;179.0;98.0;3.0;0.0;2.0;2.0;98.0
80.0;166.0;73.0;1.0;1.0;3.0;2.0;76.0
81.0;204.0;76.0;4.0;2.0;9.0;3.0;102.0
79.0;199.0;77.0;2.0;0.0;2.0;2.0;94.0
81.0;172.0;82.0;1.0;19.0;5.0;1.0;65.0
76.0;170.0;67.0;1.0;17.0;4.0;1.0;63.0
82.0;204.0;93.0;2.0;3.0;5.0;3.0;86.0
79.0;181.0;94.0;2.0;10.0;2.0;5.0;72.0
80.0;188.0;90.0;1.0;12.0;3.0;2.0;75.0
82.0;181.0;91.0;1.0;16.0;9.0;3.0;61.0
81.0;193.0;68.0;1.0;18.0;4.0;2.0;74.0
83.0;178.0;81.0;2.0;2.0;6.0;2.0;86.0
83.0;181.0;70.0;0.0;1.0;7.0;2.0;74.0
80.0;182.0;68.0;1.0;4.0;8.0;3.0;71.0
81.0;179.0;62.0;3.0;20.0;6.0;3.0;81.0
81.0;181.0;61.0;1.0;11.0;7.0;1.0;72.0
80.0;164.0;88.0;3.0;0.0;8.0;3.0;86.0
81.0;199.0;82.0;1.0;12.0;4.0;4.0;72.0
79.0;203.0;78.0;0.0;7.0;8.0;1.0;68.0
80.0;179.0;86.0;1.0;0.0;6.0;5.0;73.0
82.0;181.0;94.0;1.0;15.0;9.0;2.0;64.0
79.0;199.0;92.0;2.0;21.0;8.0;3.0;63.0
76.0;177.0;68.0;1.0;15.0;9.0;2.0;61.0
80.0;185.0;97.0;1.0;13.0;7.0;3.0;60.0
80.0;166.0;89.0;2.0;15.0;3.0;2.0;71.0
83.0;181.0;80.0;1.0;9.0;10.0;1.0;69.0
81.0;171.0;90.0;2.0;20.0;8.0;3.0;63.0
79.0;204.0;64.0;2.0;6.0;5.0;3.0;87.0
82.0;185.0;76.0;2.0;3.0;8.0;3.0;77.0
81.0;196.0;81.0;1.0;12.0;3.0;4.0;70.0
82.0;194.0;74.0;2.0;9.0;4.0;2.0;91.0
81.0;192.0;77.0;1.0;5.0;5.0;2.0;83.0
82.0;183.0;67.0;2.0;5.0;1.0;2.0;96.0
77.0;176.0;66.0;2.0;18.0;7.0;2.0;70.0
80.0;189.0;71.0;2.0;17.0;8.0;2.0;76.0
80.0;174.0;69.0;1.0;20.0;0.0;2.0;72.0
80.0;186.0;63.0;3.0;9.0;2.0;1.0;96.0
80.0;182.0;76.0;3.0;15.0;8.0;3.0;87.0
77.0;172.0;76.0;1.0;4.0;7.0;2.0;68.0
78.0;161.0;63.0;1.0;8.0;0.0;2.0;73.0
80.0;198.0;80.0;2.0;20.0;2.0;2.0;78.0
80.0;192.0;100.0;3.0;6.0;2.0;2.0;91.0
80.0;205.0;67.0;2.0;20.0;6.0;2.0;74.0
81.0;164.0;84.0;2.0;0.0;8.0;3.0;84.0
79.0;171.0;80.0;1.0;6.0;6.0;3.0;66.0
81.0;174.0;76.0;2.0;0.0;2.0;1.0;92.0
78.0;186.0;85.0;1.0;21.0;6.0;2.0;55.0
81.0;170.0;85.0;3.0;8.0;8.0;2.0;89.0
79.0;167.0;70.0;1.0;10.0;2.0;3.0;72.0
81.0;169.0;92.0;2.0;1.0;6.0;2.0;83.0
79.0;183.0;97.0;2.0;11.0;1.0;5.0;71.0
79.0;189.0;94.0;1.0;19.0;8.0;1.0;68.0
81.0;197.0;110.0;1.0;1.0;4.0;3.0;79.0
76.0;201.0;71.0;2.0;14.0;9.0;2.0;69.0
79.0;185.0;74.0;1.0;14.0;3.0;2.0;75.0
79.0;193.0;62.0;2.0;3.0;0.0;2.0;98.0
83.0;200.0;98.0;2.0;0.0;3.0;2.0;96.0
82.0;176.0;67.0;2.0;12.0;8.0;4.0;71.0
81.0;199.0;86.0;1.0;0.0;8.0;3.0;74.0
79.0;191.0;103.0;1.0;21.0;8.0;3.0;53.0
79.0;177.0;82.0;2.0;0.0;8.0;2.0;83.0
76.0;194.0;94.0;1.0;2.0;6.0;3.0;72.0
83.0;205.0;65.0;3.0;20.0;9.0;3.0;82.0
80.0;213.0;79.0;2.0;10.0;7.0;1.0;90.0
82.0;194.0;64.0;1.0;5.0;3.0;3.0;86.0
80.0;184.0;109.0;2.0;8.0;9.0;2.0;77.0
81.0;160.0;77.0;1.0;7.0;5.0;1.0;75.0
80.0;158.0;64.0;2.0;6.0;4.0;3.0;77.0
77.0;154.0;83.0;1.0;13.0;2.0;2.0;64.0
81.0;175.0;91.0;1.0;0.0;3.0;2.0;82.0
77.0;196.0;78.0;1.0;20.0;6.0;3.0;63.0
78.0;189.0;85.0;3.0;13.0;6.0;2.0;87.0
81.0;186.0;79.0;3.0;2.0;7.0;4.0;95.0
81.0;171.0;88.0;2.0;9.0;6.0;3.0;71.0
77.0;165.0;74.0;1.0;12.0;9.0;3.0;62.0
79.0;202.0;100.0;2.0;11.0;8.0;3.0;72.0
78.0;199.0;86.0;2.0;7.0;6.0;3.0;79.0
80.0;192.0;79.0;1.0;14.0;8.0;3.0;70.0
80.0;192.0;60.0;2.0;22.0;3.0;4.0;73.0
77.0;182.0;97.0;3.0;15.0;10.0;2.0;73.0
76.0;185.0;107.0;2.0;0.0;7.0;2.0;78.0
79.0;170.0;60.0;2.0;14.0;9.0;3.0;72.0
79.0;184.0;68.0;2.0;13.0;8.0;4.0;74.0
80.0;166.0;70.0;3.0;7.0;2.0;3.0;93.0
79.0;207.0;80.0;2.0;3.0;5.0;3.0;85.0
80.0;171.0;65.0;1.0;6.0;6.0;1.0;80.0
81.0;164.0;79.0;1.0;8.0;8.0;2.0;68.0
79.0;167.0;85.0;2.0;0.0;5.0;2.0;80.0
83.0;183.0;90.0;3.0;16.0;6.0;1.0;84.0
81.0;199.0;60.0;3.0;1.0;9.0;1.0;105.0
82.0;186.0;111.0;2.0;11.0;6.0;2.0;78.0
79.0;192.0;90.0;0.0;14.0;4.0;2.0;61.0
80.0;185.0;83.0;2.0;10.0;6.0;1.0;82.0
81.0;200.0;63.0;2.0;3.0;9.0;2.0;89.0
80.0;199.0;75.0;1.0;3.0;3.0;2.0;86.0
79.0;183.0;69.0;2.0;17.0;6.0;3.0;69.0
79.0;166.0;100.0;1.0;21.0;1.0;3.0;57.0
78.0;186.0;64.0;2.0;8.0;5.0;4.0;77.0
80.0;174.0;63.0;3.0;6.0;7.0;1.0;96.0
82.0;199.0;83.0;1.0;2.0;8.0;3.0;76.0
78.0;213.0;72.0;1.0;17.0;3.0;3.0;70.0
82.0;175.0;67.0;3.0;12.0;9.0;2.0;89.0
80.0;202.0;78.0;2.0;4.0;1.0;2.0;89.0
80.0;173.0;99.0;1.0;20.0;8.0;2.0;59.0
80.0;192.0;62.0;1.0;3.0;8.0;2.0;82.0
78.0;187.0;74.0;1.0;10.0;2.0;4.0;68.0
81.0;183.0;78.0;2.0;3.0;9.0;3.0;87.0
81.0;187.0;101.0;4.0;22.0;9.0;2.0;81.0
79.0;158.0;84.0;2.0;0.0;8.0;3.0;78.0
80.0;188.0;88.0;1.0;1.0;9.0;3.0;71.0
81.0;205.0;102.0;1.0;16.0;8.0;2.0;64.0
79.0;199.0;67.0;2.0;11.0;6.0;2.0;89.0
79.0;198.0;87.0;2.0;3.0;4.0;3.0;87.0
78.0;170.0;82.0;0.0;0.0;9.0;2.0;65.0
80.0;189.0;95.0;1.0;17.0;7.0;1.0;63.0
81.0;180.0;84.0;2.0;5.0;4.0;2.0;88.0
83.0;194.0;67.0;1.0;15.0;8.0;1.0;80.0
80.0;175.0;77.0;0.0;5.0;7.0;2.0;64.0
80.0;175.0;89.0;1.0;13.0;1.0;2.0;74.0
80.0;177.0;62.0;2.0;13.0;7.0;3.0;80.0
82.0;160.0;102.0;2.0;8.0;5.0;2.0;80.0
80.0;190.0;74.0;2.0;11.0;6.0;4.0;78.0
77.0;192.0;63.0;1.0;14.0;2.0;2.0;77.0
77.0;190.0;64.0;0.0;8.0;8.0;3.0;60.0
82.0;192.0;84.0;1.0;16.0;9.0;2.0;65.0
80.0;204.0;75.0;1.0;12.0;9.0;1.0;72.0
80.0;211.0;82.0;2.0;13.0;7.0;1.0;87.0
80.0;190.0;70.0;3.0;3.0;6.0;2.0;96.0
82.0;189.0;61.0;3.0;20.0;6.0;4.0;83.0
80.0;198.0;72.0;1.0;4.0;1.0;1.0;90.0
82.0;212.0;95.0;1.0;12.0;6.0;2.0;72.0
81.0;196.0;91.0;2.0;20.0;7.0;3.0;68.0
79.0;189.0;92.0;2.0;20.0;8.0;3.0;62.0
80.0;195.0;76.0;1.0;7.0;6.0;2.0;76.0
79.0;186.0;84.0;1.0;18.0;7.0;2.0;67.0
80.0;195.0;82.0;1.0;10.0;9.0;2.0;66.0
80.0;189.0;84.0;2.0;14.0;8.0;2.0;71.0
80.0;185.0;80.0;2.0;13.0;9.0;4.0;73.0
79.0;185.0;94.0;1.0;18.0;5.0;3.0;61.0
78.0;177.0;77.0;1.0;18.0;4.0;2.0;65.0
80.0;203.0;72.0;2.0;17.0;4.0;1.0;77.0
81.0;196.0;84.0;3.0;13.0;5.0;2.0;93.0
78.0;188.0;75.0;2.0;7.0;3.0;2.0;83.0
79.0;192.0;73.0;1.0;18.0;8.0;4.0;60.0
76.0;183.0;90.0;2.0;0.0;9.0;2.0;85.0
78.0;198.0;80.0;2.0;13.0;9.0;3.0;75.0
81.0;186.0;90.0;1.0;9.0;10.0;2.0;68.0
77.0;190.0;74.0;2.0;16.0;9.0;1.0;77.0
80.0;208.0;77.0;3.0;21.0;6.0;2.0;82.0
80.0;202.0;83.0;2.0;13.0;4.0;3.0;75.0
81.0;206.0;86.0;3.0;14.0;4.0;4.0;83.0
82.0;181.0;87.0;2.0;0.0;9.0;3.0;86.0
79.0;186.0;95.0;2.0;18.0;5.0;2.0;70.0
79.0;177.0;60.0;1.0;18.0;5.0;3.0;66.0
80.0;187.0;92.0;1.0;19.0;5.0;2.0;68.0
77.0;208.0;86.0;1.0;1.0;7.0;3.0;72.0
81.0;195.0;62.0;2.0;8.0;6.0;3.0;84.0
81.0;195.0;86.0;1.0;20.0;6.0;2.0;64.0
80.0;190.0;83.0;2.0;13.0;8.0;1.0;85.0
79.0;167.0;109.0;1.0;8.0;5.0;3.0;57.0
78.0;172.0;65.0;3.0;0.0;3.0;2.0;100.0
80.0;170.0;73.0;1.0;16.0;9.0;2.0;59.0
80.0;181.0;93.0;1.0;4.0;1.0;3.0;74.0
77.0;186.0;65.0;2.0;19.0;3.0;3.0;72.0
80.0;203.0;67.0;2.0;6.0;5.0;3.0;85.0
76.0;183.0;70.0;4.0;5.0;4.0;1.0;103.0
79.0;187.0;73.0;1.0;0.0;6.0;2.0;83.0
84.0;190.0;110.0;2.0;0.0;7.0;1.0;95.0
81.0;198.0;82.0;2.0;10.0;7.0;4.0;75.0
82.0;178.0;83.0;1.0;0.0;6.0;3.0;79.0
78.0;190.0;80.0;1.0;6.0;5.0;2.0;70.0
79.0;197.0;71.0;2.0;11.0;8.0;3.0;80.0
79.0;177.0;77.0;1.0;1.0;6.0;1.0;82.0
80.0;156.0;83.0;1.0;4.0;5.0;2.0;74.0
80.0;182.0;70.0;2.0;19.0;4.0;3.0;80.0
81.0;200.0;96.0;2.0;17.0;8.0;2.0;76.0
80.0;180.0;63.0;2.0;21.0;8.0;1.0;73.0
79.0;180.0;82.0;1.0;0.0;10.0;3.0;72.0
78.0;162.0;64.0;2.0;1.0;1.0;2.0;89.0
80.0;196.0;65.0;1.0;9.0;2.0;2.0;80.0
83.0;197.0;66.0;1.0;3.0;9.0;3.0;78.0
82.0;162.0;63.0;1.0;20.0;9.0;1.0;64.0
76.0;205.0;77.0;3.0;5.0;5.0;3.0;90.0
80.0;163.0;77.0;3.0;19.0;7.0;3.0;72.0
81.0;205.0;68.0;2.0;14.0;9.0;2.0;87.0
81.0;189.0;84.0;2.0;17.0;9.0;2.0;73.0
77.0;186.0;92.0;1.0;2.0;9.0;1.0;75.0
80.0;170.0;93.0;1.0;0.0;9.0;2.0;75.0
82.0;179.0;72.0;1.0;7.0;9.0;2.0;71.0
79.0;182.0;75.0;1.0;10.0;9.0;2.0;64.0
81.0;183.0;94.0;1.0;0.0;7.0;2.0;73.0
81.0;164.0;106.0;2.0;19.0;7.0;2.0;67.0
78.0;168.0;84.0;2.0;20.0;0.0;3.0;74.0
80.0;200.0;96.0;2.0;2.0;7.0;3.0;81.0
77.0;165.0;72.0;1.0;20.0;3.0;1.0;65.0
