genetic,exercise,smoking,alcohol,lifespan,sugar,BMI
87.5,3.3,20.1,4.2,83.5,12.5,23.4
79.4,1.4,21.0,0.2,75.2,6.9,19.9
84.4,1.8,4.8,0.7,83.4,3.4,36.2
82.1,1.5,14.3,0.9,78.1,2.0,38.1
80.7,2.7,9.8,0.7,79.4,8.8,20.3
83.1,2.2,5.6,1.8,82.5,8.4,17.6
81.9,2.6,8.6,0.9,80.1,1.2,16.9
79.7,0.4,2.7,3.6,77.6,2.3,25.4
74.7,1.1,8.9,1.8,71.7,8.4,18.3
74.1,1.5,0.5,0.9,72.8,8.6,38.9
85.7,0.1,0.3,0.7,85.4,2.9,18.0
91.3,1.4,10.8,1.0,89.0,7.6,20.2
72.0,2.9,6.3,5.8,71.6,10.7,30.9
84.6,1.8,14.8,0.9,81.5,7.9,22.5
85.9,0.1,21.8,1.5,82.6,5.2,28.4
84.4,1.9,13.3,0.6,81.0,7.3,14.4
78.5,0.7,14.2,0.6,73.8,3.8,33.1
82.1,1.0,0.4,5.1,79.1,9.6,34.3
76.0,1.7,10.5,0.9,72.7,3.6,26.0
79.9,1.8,8.6,5.8,75.3,7.6,29.9
78.8,1.7,21.2,4.8,74.8,4.0,14.6
89.6,3.2,18.1,0.9,86.6,10.1,23.1
79.1,2.0,16.6,2.7,77.8,5.9,30.0
82.2,1.5,21.2,3.3,74.3,6.6,28.4
77.5,1.9,4.7,2.9,74.4,7.6,43.9
82.7,3.1,15.4,4.6,78.8,4.8,20.6
80.0,0.9,3.7,3.8,78.2,6.7,12.6
80.7,0.4,15.1,3.3,76.7,4.1,17.5
81.9,2.3,0.1,4.2,81.7,4.3,28.9
73.8,0.6,14.4,2.8,69.2,4.3,31.9
79.2,3.7,1.7,4.5,78.6,3.9,13.5
86.9,3.1,17.4,1.1,83.8,2.4,28.1
87.1,2.3,20.8,0.5,82.0,7.7,28.6
74.7,2.0,0.0,4.9,74.9,6.9,23.8
84.8,3.7,19.9,1.4,81.4,11.5,23.7
86.5,4.9,10.1,5.1,86.9,6.1,22.4
92.0,3.5,0.0,1.8,94.8,2.7,26.3
85.8,4.6,5.7,0.6,89.0,4.0,21.1
73.3,1.7,20.8,0.6,66.6,8.9,22.7
87.2,0.7,2.2,0.4,86.5,5.5,20.6
76.6,0.4,6.1,4.1,73.1,6.0,23.2
77.9,0.6,9.6,4.1,74.1,7.2,16.7
85.8,2.2,17.2,4.2,80.9,4.5,18.9
76.0,1.4,19.5,1.6,71.2,9.2,21.7
79.8,3.0,11.9,1.0,77.9,7.3,25.6
101.4,3.0,0.1,1.8,103.5,4.8,19.7
90.8,1.7,2.9,3.4,89.3,11.6,17.6
76.3,2.7,18.0,0.2,73.4,3.4,17.2
100.5,3.3,15.2,0.7,98.9,6.8,26.6
92.8,2.8,19.3,0.9,86.0,9.5,33.0
72.3,2.6,1.8,3.1,72.4,6.0,15.9
81.3,3.1,12.7,4.2,78.8,5.6,15.5
82.7,2.9,6.7,0.4,81.6,8.7,16.0
75.3,3.1,7.4,4.0,73.5,11.2,25.3
77.5,3.0,17.2,5.8,72.1,4.8,42.3
79.7,2.0,9.9,2.3,75.8,10.9,19.9
79.9,0.3,0.7,5.6,78.9,7.8,27.9
84.8,2.2,0.2,0.5,85.1,4.5,30.8
82.1,1.2,21.9,0.3,77.8,4.9,16.1
88.9,2.4,0.4,5.3,89.3,7.9,34.1
82.9,1.7,16.0,3.9,80.8,4.8,15.7
84.6,4.6,2.9,0.3,86.8,2.0,41.4
86.4,1.7,0.1,0.7,86.4,11.0,21.9
87.8,0.8,5.5,4.4,86.8,5.0,25.4
86.3,3.6,9.5,1.7,84.4,12.8,25.7
79.9,2.4,2.0,4.1,79.6,6.5,32.5
81.1,3.6,4.6,0.5,83.9,8.1,22.9
73.6,4.1,13.9,0.7,73.3,10.9,24.2
88.0,2.5,21.3,0.3,88.1,7.3,30.2
77.8,1.4,6.9,0.6,75.6,4.9,27.3
93.2,3.3,20.8,0.4,88.2,9.1,38.3
71.8,3.5,2.8,5.7,71.8,8.4,34.5
73.3,4.2,0.8,1.0,75.6,8.8,18.7
82.9,2.6,11.0,1.4,80.5,2.9,28.3
78.5,4.8,15.9,3.0,74.0,9.0,50.8
76.5,2.1,1.9,1.8,76.7,6.8,18.8
93.8,2.6,5.9,0.0,91.3,4.9,45.1
69.6,2.7,16.0,5.1,66.0,11.4,36.2
82.5,1.6,19.7,0.5,75.9,5.9,33.1
83.2,3.5,22.0,3.4,81.0,4.7,19.0
71.0,5.3,17.6,0.8,68.9,6.4,24.4
77.1,1.1,13.5,4.0,72.5,7.4,17.9
97.4,3.3,15.1,4.2,95.4,10.8,15.9
91.0,2.1,11.9,1.8,85.7,8.1,32.6
82.9,2.0,1.9,4.1,79.8,6.2,49.8
87.5,2.4,4.0,0.5,86.6,5.8,35.1
70.8,2.3,1.0,4.4,69.5,7.4,40.0
99.1,1.6,13.2,3.7,95.0,7.6,24.0
86.8,0.7,21.3,0.4,82.2,5.2,28.2
97.2,4.4,20.8,4.3,93.6,5.3,27.8
82.2,1.6,14.9,0.7,77.9,3.0,16.2
72.1,1.0,4.5,4.6,71.3,6.8,29.7
81.4,0.6,17.5,0.4,77.6,6.9,20.6
76.3,4.4,15.1,0.2,74.1,5.6,29.0
84.9,0.4,8.9,2.3,80.8,6.2,29.1
89.4,1.5,5.4,2.5,87.1,6.5,28.0
88.6,1.7,6.5,5.5,87.7,6.2,29.0
76.1,1.5,5.1,0.6,72.9,4.0,47.2
85.8,1.8,10.0,0.3,83.6,6.6,20.8
84.7,0.8,14.2,0.1,80.1,5.4,28.8
87.0,2.9,18.2,1.0,86.1,5.5,18.6
81.3,2.0,14.5,2.3,78.2,11.3,23.3
94.5,3.0,20.9,0.3,91.2,10.1,27.4
98.2,3.6,8.9,4.5,95.3,7.6,31.5
81.9,2.1,10.9,0.1,80.2,8.1,27.6
80.2,3.9,6.6,3.5,80.2,9.2,41.7
75.4,3.9,11.8,5.2,73.5,6.9,31.9
84.4,2.5,14.7,1.0,80.8,6.0,15.4
85.7,3.1,0.0,5.6,86.3,4.7,27.0
86.6,1.7,21.2,4.1,77.9,8.2,29.5
95.7,1.3,17.8,0.5,91.6,7.4,21.3
82.2,1.8,20.6,2.1,76.4,7.3,36.2
79.3,4.1,19.3,0.9,78.2,1.7,25.3
80.9,1.4,0.7,0.5,81.0,8.4,30.9
79.8,2.2,18.9,0.3,73.6,11.7,39.7
92.1,2.5,12.0,1.9,91.3,3.7,19.1
84.9,1.3,16.4,4.0,79.6,5.0,31.8
84.9,5.0,20.7,0.6,83.4,7.8,28.2
72.9,3.9,5.6,4.2,73.1,4.3,21.7
77.9,1.8,20.2,2.6,73.9,2.3,19.9
87.1,1.8,0.6,1.3,86.0,11.2,40.8
84.1,1.2,7.0,2.0,80.8,3.3,37.3
80.5,1.6,21.2,5.2,73.5,11.8,40.9
77.8,3.6,6.3,1.4,78.3,11.2,17.0
80.6,0.9,11.2,0.5,78.4,7.3,14.3
79.0,3.6,5.2,3.9,79.4,8.3,23.8
83.6,2.9,11.3,0.4,83.2,8.1,24.8
87.1,1.7,3.5,2.3,86.2,3.7,12.0
83.7,3.9,3.8,3.4,82.6,11.2,30.6
83.9,3.0,8.1,1.4,84.0,4.3,24.9
74.9,1.8,21.4,0.4,67.0,10.2,37.1
76.2,2.2,20.2,4.6,72.5,6.1,26.6
76.4,4.3,13.5,3.8,73.7,3.2,23.5
84.2,1.9,11.2,3.9,78.8,9.0,47.2
86.7,4.6,0.3,0.6,90.0,8.7,24.6
70.7,4.6,3.9,3.4,72.2,8.0,17.0
84.4,3.1,11.9,2.4,83.2,6.9,30.1
90.0,3.3,0.6,4.3,91.3,4.7,32.7
78.8,1.1,13.2,2.2,75.1,9.4,15.9
89.8,3.2,15.7,3.3,86.1,7.6,19.6
80.5,3.0,18.6,2.0,75.3,5.6,29.6
80.7,1.3,20.3,0.6,72.6,5.9,31.1
73.2,1.8,16.9,4.3,70.2,4.5,27.1
74.7,3.6,14.6,0.6,71.3,6.7,19.5
96.1,2.3,6.1,0.4,94.3,5.4,37.6
81.8,1.3,7.0,2.3,79.4,6.8,32.9
72.1,3.3,15.3,0.5,67.6,5.0,22.7
84.6,2.6,10.6,5.3,81.1,9.2,18.2
78.3,4.1,2.0,4.8,79.2,5.4,26.4
79.8,1.5,13.9,3.8,73.7,3.7,13.9
79.4,2.2,6.3,2.5,77.5,7.2,37.8
65.3,2.8,13.2,0.1,63.2,5.0,23.9
90.4,1.8,7.9,0.3,88.8,7.6,24.3
68.3,2.7,21.3,5.5,63.9,7.2,21.9
82.4,2.3,7.0,3.6,81.3,7.5,25.9
84.9,2.0,1.6,5.9,84.4,7.9,33.2
71.3,3.0,8.0,1.2,69.4,3.7,37.3
84.7,1.2,2.0,1.2,83.9,8.2,20.3
88.4,1.5,16.1,0.4,85.7,2.2,31.7
92.9,2.4,9.6,0.5,90.0,7.6,41.3
81.3,1.3,2.6,1.2,81.0,7.7,29.4
79.7,4.3,0.1,3.8,78.5,4.0,38.9
87.4,2.0,14.9,5.7,83.2,7.7,22.3
87.4,1.3,10.9,1.3,84.1,11.2,18.2
77.2,1.6,7.5,0.6,75.3,2.8,14.1
92.6,4.0,0.6,3.7,95.1,4.9,26.8
90.7,2.1,1.5,0.8,90.9,7.0,26.4
68.4,2.5,0.4,1.2,69.2,3.6,17.0
100.3,3.1,19.7,1.3,95.2,11.2,33.9
88.7,1.4,0.1,2.0,88.1,10.5,14.8
75.8,3.6,13.0,0.6,73.3,8.5,11.9
68.5,3.8,3.7,0.7,70.3,4.6,22.9
85.0,2.7,7.3,0.4,83.8,8.4,31.5
80.1,0.8,9.3,0.2,77.6,7.0,18.4
80.1,0.2,19.5,1.0,74.6,7.0,20.3
83.1,2.9,0.9,0.6,84.8,4.9,35.3
85.7,2.9,8.1,0.6,85.5,10.1,25.6
81.4,3.9,0.1,4.4,82.5,5.4,40.0
78.3,2.0,1.5,2.1,79.2,4.2,22.1
75.4,2.7,11.2,2.2,70.7,6.6,30.7
99.2,1.3,15.3,1.4,93.7,6.6,19.3
78.4,4.7,16.9,4.0,76.4,4.7,28.2
83.7,1.6,6.0,0.7,82.7,4.3,27.3
80.0,1.7,4.9,1.2,78.4,11.0,32.8
83.9,0.3,7.3,0.5,81.4,5.6,22.6
87.7,0.7,21.9,0.9,81.6,5.2,16.2
84.2,3.8,8.2,0.4,85.7,8.5,19.4
88.0,2.3,4.5,1.4,87.8,4.3,27.2
77.3,2.3,19.4,5.1,71.7,12.2,21.9
78.6,1.5,9.7,5.0,78.1,6.2,21.4
85.5,2.1,17.5,3.6,81.8,11.2,21.5
81.9,3.0,16.4,0.7,79.5,5.8,30.4
83.8,2.3,5.6,5.0,83.7,11.0,28.9
72.5,1.2,21.4,0.5,67.5,3.9,31.3
81.8,2.3,13.2,0.4,79.7,6.2,25.7
70.9,3.3,10.2,0.5,69.3,3.7,40.6
79.2,1.4,17.2,0.8,75.0,5.2,14.5
97.7,1.4,9.5,2.3,93.8,8.8,29.1
83.4,0.2,8.4,1.6,79.7,5.6,22.8
73.0,4.7,0.0,0.1,75.7,8.3,15.3
101.9,0.9,20.1,0.9,96.3,7.9,35.3
78.7,1.0,1.9,0.6,77.2,3.3,40.4
86.3,2.7,0.1,2.2,87.5,5.4,18.1
77.8,2.0,9.2,2.5,76.3,10.8,29.9
79.3,2.3,11.2,5.2,77.1,4.6,27.1
85.6,3.9,0.3,1.6,87.3,4.8,18.3
82.4,3.4,16.1,0.6,79.0,6.7,34.8
82.4,2.3,14.9,1.3,78.5,5.8,22.9
98.3,1.4,18.8,3.7,92.9,6.1,17.7
85.8,1.3,6.1,1.3,84.0,10.7,29.9
80.3,2.8,19.5,1.9,75.9,7.1,20.8
77.1,2.6,7.9,0.4,76.6,3.9,16.9
101.3,1.4,14.9,0.4,96.6,8.1,36.5
83.2,1.4,3.5,3.3,78.4,8.6,52.9
99.4,2.0,17.5,0.4,96.6,7.2,27.3
79.3,2.4,3.7,4.8,78.5,10.7,28.8
84.9,1.6,4.5,0.4,84.8,2.8,25.9
71.3,3.0,1.3,3.3,71.5,6.1,23.4
93.6,0.4,8.7,4.7,90.0,3.7,19.7
87.4,2.7,0.1,0.2,89.0,5.8,21.1
87.0,1.5,5.5,4.0,85.8,4.2,29.1
71.6,2.9,8.5,3.0,69.9,5.0,34.0
92.6,1.8,16.8,1.9,89.5,6.0,26.5
93.3,2.7,20.4,5.5,85.3,8.2,22.0
85.9,3.4,22.1,1.6,80.4,3.2,36.2
90.3,2.6,10.0,1.0,88.6,13.8,35.2
78.5,3.0,2.4,0.6,80.6,7.5,28.3
82.9,2.1,7.5,0.3,82.5,3.6,20.4
66.4,2.5,11.9,0.3,62.7,10.4,16.9
73.1,2.5,9.1,0.9,71.6,3.0,23.5
78.4,4.0,5.1,4.8,77.1,2.5,19.5
88.5,1.7,6.5,0.7,86.4,12.2,15.7
78.8,1.2,0.4,4.5,77.9,9.6,21.3
78.2,5.3,15.2,0.8,77.8,6.2,31.2
83.5,1.6,0.9,0.2,84.6,3.5,21.9
88.8,1.1,4.7,0.4,85.1,12.3,44.3
66.0,2.1,15.6,0.5,63.1,8.7,26.4
98.5,2.4,2.5,2.2,96.4,8.3,37.9
78.4,2.2,0.2,5.0,77.6,10.5,23.6
79.6,1.6,19.6,0.3,73.1,6.2,33.3
66.0,2.2,5.4,2.1,65.9,2.5,18.5
76.8,2.3,1.6,0.5,77.6,4.8,21.3
80.9,3.2,0.4,0.8,80.3,6.2,33.3
96.4,1.7,5.3,2.0,95.5,4.3,16.9
98.8,2.3,19.4,0.8,97.4,6.5,20.1
71.2,2.8,3.0,5.2,69.6,6.9,24.3
87.4,2.3,3.4,5.7,87.1,3.2,29.9
77.3,1.1,0.4,3.7,77.1,7.2,25.3
73.6,1.2,21.0,4.7,69.2,3.7,28.7
80.9,3.9,0.8,0.6,83.6,4.4,14.7
64.6,5.4,0.0,0.5,68.6,2.8,24.6
102.1,2.1,6.7,0.6,99.4,7.7,41.5
95.0,2.5,6.8,1.6,95.8,4.8,18.3
79.7,0.4,9.9,4.6,74.9,6.7,15.2
90.5,2.5,3.0,1.4,91.1,4.9,24.5
84.8,4.5,2.4,0.2,86.8,6.7,22.5
78.6,1.5,15.6,1.7,72.2,5.0,24.0
91.0,1.4,0.1,0.6,91.7,5.6,21.0
67.3,2.4,2.8,0.3,67.9,6.7,21.6
80.0,3.0,5.5,0.4,79.0,10.9,30.2
91.0,2.1,11.8,0.3,86.8,6.6,45.8
71.3,1.7,10.1,0.4,63.8,2.6,58.6
88.8,4.5,0.0,0.7,92.2,4.5,19.8
81.5,1.3,0.3,5.0,77.5,4.3,44.5
80.9,1.8,6.7,0.3,80.5,1.0,30.8
84.5,2.5,13.1,4.7,80.8,0.9,23.3
86.8,3.3,0.5,1.0,85.8,4.7,48.3
69.2,2.7,21.9,0.5,65.6,8.4,17.0
77.3,1.5,0.0,1.2,77.3,7.4,35.6
82.4,0.5,18.0,3.8,74.7,8.3,45.0
99.1,2.3,0.2,5.1,99.2,5.3,22.3
79.9,1.6,9.5,0.6,76.8,7.8,38.8
86.8,0.1,0.1,6.0,84.3,3.6,28.5
79.1,2.3,10.4,1.5,77.1,4.7,26.9
89.1,0.3,6.0,4.8,87.9,5.4,21.9
74.2,3.4,1.9,0.3,73.0,10.1,42.5
88.4,0.1,19.0,4.8,83.4,4.7,20.9
72.8,2.5,6.6,0.9,73.6,3.7,15.1
86.9,2.4,19.5,1.0,80.0,9.2,21.3
74.0,1.5,15.3,0.5,71.7,2.1,17.5
79.4,2.4,0.1,1.1,79.4,6.6,38.7
83.6,2.2,0.6,1.7,81.7,9.7,47.1
89.5,2.3,0.3,1.2,89.1,10.1,34.8
88.8,0.2,13.6,4.6,83.4,4.5,29.6
79.8,4.2,17.6,0.6,75.9,8.4,40.0
70.8,3.5,17.1,4.0,64.2,8.4,38.0
75.0,1.0,2.9,1.6,73.6,8.3,28.2
76.5,2.0,13.3,3.0,73.3,6.8,15.4
66.4,1.9,2.3,0.3,66.3,13.7,18.8
64.6,2.5,5.9,2.2,63.2,8.4,21.3
70.5,0.8,8.7,0.8,66.5,6.1,28.4
84.1,1.0,7.1,5.8,82.2,12.9,27.9
76.8,1.7,17.2,2.6,71.1,3.9,25.5
78.9,1.7,2.3,0.1,77.1,9.9,40.8
78.7,2.2,13.2,0.1,76.5,2.9,31.1
83.3,4.2,18.8,1.2,82.5,2.2,37.9
71.9,3.0,5.5,1.9,72.1,5.6,26.0
83.2,2.8,15.5,0.3,79.0,9.3,32.9
77.2,0.8,21.7,0.6,74.3,9.5,19.0
75.6,2.9,1.1,1.9,76.9,9.1,34.3
88.4,1.5,14.3,1.1,83.9,7.5,31.4
75.8,1.4,9.9,0.1,74.0,3.7,30.2
82.7,2.0,8.9,2.3,80.5,3.8,19.3
82.7,3.5,0.1,0.7,82.7,7.2,33.2
80.2,3.4,12.3,0.5,80.3,3.8,29.7
90.4,2.2,0.5,4.5,89.8,4.7,36.1
82.6,3.6,15.0,0.2,,1.0,17.9
93.3,2.3,17.1,0.4,89.3,4.3,20.4
85.1,1.2,0.2,1.2,82.7,4.6,48.0
92.5,1.8,6.0,0.9,91.6,4.6,24.0
84.3,2.7,21.2,2.1,80.8,6.9,29.4
100.0,1.2,0.7,0.2,99.8,8.5,17.9
83.0,1.6,17.0,4.6,80.2,11.5,17.4
92.0,1.7,14.8,0.8,89.3,5.0,21.9
87.2,2.5,0.2,0.3,87.8,7.1,29.6
82.0,2.1,16.1,0.4,79.2,9.7,22.6
86.2,5.1,6.1,0.5,88.8,11.6,22.2
86.4,5.4,14.3,3.3,84.5,5.9,19.5
89.8,1.5,0.1,5.2,90.4,11.0,18.7
81.2,2.3,15.6,5.7,73.9,4.0,33.4
89.2,1.6,13.2,0.7,86.7,7.1,33.8
82.3,4.1,11.9,4.5,82.9,3.5,20.9
83.7,2.3,15.0,0.3,79.7,8.1,18.3
77.7,1.4,10.0,4.0,74.2,5.3,36.0
83.3,2.1,20.7,0.8,78.7,11.2,34.4
83.1,1.6,6.3,1.2,80.8,9.6,26.0
77.2,2.8,1.8,0.9,78.1,5.1,24.0
84.8,3.4,20.5,0.5,79.4,8.2,16.3
85.4,1.4,20.0,4.7,79.9,8.6,26.7
83.2,1.3,0.3,2.3,82.3,9.4,25.0
86.5,1.4,3.5,4.1,85.5,3.7,26.6
77.5,1.8,1.2,1.3,78.2,5.0,23.9
86.4,3.9,17.1,1.7,81.9,13.2,31.8
76.1,2.2,3.9,0.6,76.6,4.3,25.9
73.5,3.2,12.9,1.0,70.4,9.0,21.1
87.3,4.8,11.0,4.5,84.5,6.1,21.8
76.6,1.7,15.3,0.4,74.5,8.1,24.6
81.8,3.5,11.6,2.3,80.5,4.8,31.1
75.5,4.3,12.6,3.1,72.9,7.9,29.3
91.2,4.2,1.7,1.2,95.6,9.9,17.1
80.7,1.7,14.0,0.2,79.3,6.1,16.6
85.4,1.7,19.4,0.7,81.9,7.2,16.5
81.4,2.9,4.4,3.6,79.6,7.8,41.7
81.2,4.5,4.4,0.3,83.3,10.0,22.2
77.1,1.5,21.7,1.3,72.8,7.7,20.9
100.8,1.8,16.2,1.3,98.9,2.5,21.0
78.5,1.1,19.5,5.4,69.9,6.2,33.1
81.4,3.5,0.0,0.0,84.8,3.7,34.1
69.5,2.3,4.5,1.3,69.2,6.1,24.7
75.9,1.7,0.7,2.4,76.7,5.5,13.4
71.7,0.1,19.9,5.9,62.0,4.5,35.1
84.7,0.5,0.2,0.4,83.3,2.9,40.7
80.8,2.6,3.6,2.1,79.9,6.8,20.4
80.3,2.1,4.7,1.4,80.2,8.4,22.0
89.5,0.7,6.3,3.1,88.1,3.0,19.9
79.4,1.8,0.3,0.5,79.7,5.8,26.9
85.2,1.3,19.6,4.6,78.6,8.1,19.8
65.2,0.7,11.5,0.5,63.2,6.0,22.2
77.3,1.7,15.7,1.1,73.8,10.7,22.1
88.5,2.6,0.3,1.6,88.0,6.0,42.2
74.8,2.3,13.8,,70.4,8.1,36.8
91.8,2.8,11.2,5.3,90.6,4.5,20.3
74.7,1.4,6.7,1.2,73.6,2.5,13.8
79.4,1.7,2.3,1.3,79.4,9.8,22.7
97.2,2.4,14.5,0.8,94.0,4.3,15.3
89.2,1.4,2.5,1.1,88.2,10.6,34.1
84.0,2.6,6.8,3.8,82.2,8.7,18.0
66.1,4.4,18.3,0.8,61.0,3.4,41.4
92.1,2.3,20.9,0.7,86.8,6.3,37.5
74.9,1.9,0.3,2.7,74.6,8.2,34.0
78.6,3.6,7.9,2.4,77.8,5.2,32.3
77.7,2.8,21.8,0.3,77.1,3.3,24.8
77.4,3.6,1.1,0.3,80.9,3.6,19.7
82.9,1.7,14.4,5.1,78.5,4.7,36.5
77.2,1.8,4.1,0.3,76.2,2.6,23.3
84.6,2.5,11.9,0.9,79.4,9.9,39.1
72.6,1.7,15.3,3.9,68.7,3.0,28.7
99.2,1.9,0.4,4.2,99.9,4.0,21.2
82.3,2.7,0.1,5.0,80.3,6.2,50.7
85.0,2.1,10.6,1.9,80.7,9.2,41.3
79.9,1.7,16.1,3.8,74.6,5.9,40.4
98.7,2.8,10.8,4.7,97.1,3.8,28.1
92.7,1.5,11.4,0.4,89.8,7.5,31.7
73.5,2.4,12.6,4.7,72.0,8.7,34.0
77.6,1.4,18.4,0.2,75.1,5.4,24.4
80.8,2.2,22.1,4.0,74.4,8.7,16.9
67.6,3.9,1.1,0.3,68.0,10.7,40.5
79.4,0.6,7.7,0.9,77.5,6.3,18.1
75.4,2.0,13.2,3.5,73.4,5.1,18.1
86.9,3.8,0.6,4.8,87.4,11.9,24.4
79.8,3.1,0.7,0.9,78.7,5.9,51.0
73.4,1.5,0.1,5.8,72.2,7.3,18.3
77.8,2.3,0.6,5.4,78.0,3.9,21.3
69.3,2.0,21.6,0.1,63.8,11.6,24.3
72.5,1.4,8.5,2.3,70.1,4.3,18.6
88.2,1.2,4.0,0.9,86.7,9.9,27.8
77.6,1.0,20.2,5.2,72.6,3.3,16.1
84.9,3.2,9.4,4.5,83.7,5.5,20.8
86.2,1.4,14.9,0.7,82.9,11.4,27.0
73.5,4.3,5.1,0.6,75.5,3.2,24.3
71.7,1.7,17.7,3.2,67.2,3.4,21.8
79.2,1.2,5.4,2.2,76.6,9.2,29.8
84.6,3.9,1.7,0.4,84.8,6.2,32.0
90.7,1.9,14.2,0.5,88.4,7.6,16.8
76.6,2.1,0.3,3.1,76.6,2.8,33.3
74.4,3.9,17.5,1.1,68.8,5.9,42.1
92.8,1.6,0.6,4.0,92.7,8.9,15.7
84.9,2.6,19.7,0.2,79.4,2.6,43.5
78.9,3.1,0.6,5.8,78.5,13.5,28.7
93.1,3.3,0.1,0.3,93.5,4.7,32.1
75.4,2.0,0.7,0.4,75.3,6.1,34.5
73.9,3.2,10.5,1.7,71.9,8.9,24.2
79.2,1.7,0.1,0.4,80.4,5.8,24.3
75.3,3.1,17.8,1.6,73.6,4.8,35.3
84.6,2.7,0.1,2.7,85.0,4.0,28.8
84.6,1.3,19.5,3.1,79.6,4.2,33.6
74.5,1.9,2.2,0.9,73.1,7.2,38.0
91.1,2.1,2.0,5.2,90.2,0.8,13.1
82.1,2.1,8.3,0.7,81.9,2.2,17.2
87.8,1.1,0.1,0.6,88.2,8.1,19.1
87.0,2.6,6.5,0.5,86.7,4.5,18.1
79.5,1.4,18.6,3.9,73.7,8.6,43.7
85.5,2.0,4.5,5.6,82.1,5.8,40.1
77.7,3.3,21.4,0.6,75.9,7.1,14.5
85.5,4.7,5.6,1.0,85.9,8.3,30.6
80.9,1.9,3.8,6.0,79.5,2.2,26.0
66.5,2.5,0.4,5.9,66.2,11.4,27.3
96.3,2.8,0.2,2.0,98.3,2.1,19.9
82.6,0.4,11.3,1.9,79.8,3.4,27.3
82.1,4.5,16.1,0.3,79.4,7.6,34.9
101.8,3.0,14.8,1.3,100.4,4.0,24.0
73.9,2.5,20.9,0.7,69.3,11.2,32.7
78.7,2.5,13.1,2.3,76.2,11.8,25.8
91.9,1.1,15.9,1.6,87.1,1.7,32.0
81.8,2.4,0.4,5.1,83.2,3.8,24.6
80.4,4.2,8.2,2.5,79.7,6.9,32.9
82.9,1.7,16.1,0.5,81.6,6.4,28.9
73.7,5.0,11.5,3.9,74.8,4.9,23.0
96.0,2.0,19.8,0.6,91.9,13.3,29.0
84.2,4.2,19.6,0.5,84.2,7.1,34.6
81.1,1.9,17.2,1.6,76.3,4.2,39.0
81.7,0.8,9.6,0.5,79.1,7.0,34.1
75.7,0.7,19.1,5.4,69.3,0.8,29.2
85.2,0.8,9.3,1.7,81.9,3.4,29.0
79.9,0.6,14.1,0.6,77.3,11.6,14.3
83.7,2.9,3.2,3.3,83.0,9.3,30.8
82.2,1.7,10.0,3.1,78.8,5.7,18.8
99.5,4.1,4.9,4.4,100.1,3.8,25.1
80.9,2.0,20.7,4.3,73.1,9.6,40.5
80.8,1.9,0.1,0.4,81.6,8.1,31.3
81.0,1.5,0.4,0.6,81.4,4.9,30.4
80.2,3.7,5.1,1.2,80.4,4.0,27.5
76.3,3.3,3.2,0.7,76.1,6.8,38.7
86.5,0.4,15.9,5.6,78.5,7.4,41.1
82.8,3.6,5.8,0.5,84.4,8.7,16.4
92.3,1.0,20.7,3.5,87.5,4.8,19.6
72.1,1.6,7.0,0.6,70.8,4.6,24.0
87.3,2.7,21.4,0.5,84.5,4.5,24.2
88.1,2.1,16.7,5.8,84.7,10.2,28.7
82.5,1.5,21.5,0.2,78.8,4.5,23.3
80.9,0.7,14.0,5.3,74.0,11.3,31.3
69.9,1.5,0.3,5.9,69.4,6.1,26.1
80.2,5.1,18.2,4.2,78.7,6.7,19.1
79.6,3.1,0.4,0.5,80.8,5.8,18.2
77.2,5.0,3.8,5.0,78.7,2.4,33.4
68.6,2.7,19.6,4.3,62.8,6.1,25.7
79.6,4.7,2.3,0.1,81.3,10.5,26.0
88.5,3.0,13.1,3.4,85.8,12.3,17.7
87.5,2.1,14.5,1.4,85.5,7.9,36.6
86.3,0.8,0.5,0.4,84.8,7.5,40.6
80.7,3.4,13.1,1.7,80.5,2.1,29.8
71.5,3.6,1.5,1.0,71.7,5.5,41.9
86.5,1.2,0.0,0.7,86.8,6.1,23.6
77.8,2.1,19.2,0.8,71.3,3.0,32.5
87.6,5.1,2.4,0.4,90.5,9.8,19.7
74.3,2.0,21.4,1.2,68.4,8.0,42.2
90.3,3.0,10.8,0.7,88.2,3.8,22.9
79.7,0.9,9.9,0.2,77.7,7.4,32.9
74.1,2.2,21.6,4.1,68.1,8.7,12.8
91.0,3.4,0.1,1.1,93.5,1.9,22.5
79.6,1.7,16.9,0.4,75.5,2.6,20.9
65.2,3.3,13.6,3.2,60.9,6.7,15.1
79.1,1.5,7.2,5.5,76.6,3.4,26.6
89.5,4.6,19.9,0.3,87.1,9.7,36.7
95.1,1.6,0.4,0.9,94.7,9.2,27.8
84.0,2.8,4.2,5.2,82.4,4.3,27.2
80.3,2.7,9.6,1.6,77.4,7.9,42.0
78.0,2.3,14.1,5.1,72.9,3.0,28.4
81.1,1.6,1.0,3.0,79.7,12.0,40.6
85.5,3.1,7.2,6.0,83.6,3.6,14.7
79.2,1.2,3.4,1.9,77.7,6.7,33.0
76.9,4.9,1.3,1.8,79.0,8.4,37.4
83.9,0.9,14.2,5.4,81.4,5.3,24.0
90.0,5.1,20.8,0.5,89.4,2.8,26.2
84.8,4.1,11.4,2.4,84.3,5.5,21.9
71.5,1.6,16.0,4.9,65.7,5.9,42.1
85.7,1.6,15.3,0.5,80.9,6.3,35.4
86.5,5.2,4.0,4.9,88.7,5.5,19.9
75.6,1.6,10.4,0.4,71.6,7.4,45.6
