(1) Schlüsselzahl (Schl.) der Tat;(2) Straftat;(3) Geschlecht;(4) Tatverdächtige insgesamt;(5) Kinder bis unter 6 Jahre;(6) Kinder 6  bis unter 8 ;(7) Kinder 8  bis unter 10;(8) Kinder 10  bis unter 12;(9) Kinder 12  bis unter 14;(10) Kinder insgesamt ;(11) Jugendliche 14 bis unter 16;(12) Jugendliche 16  bis unter 18;(13) Jugendliche insgesamt;(13a) Minderjährige insgesamt;(14) Heranwachsende;(15) Insgesamt bis unter 21 Jahre;(16) Erwachsene 21 bis unter 23;(17) Erwachsene 23  bis unter 25;(18) Erwachsene 21 bis unter 25;(19) Erwachsene 25  bis unter 30;(20) Erwachsene 30  bis unter 40;(21) Erwachsene 40  bis unter 50;(22) Erwachsene 50  bis unter 60;(23) Erwachsene 60  und mehr Jahre;(24) Erwachsene insgesamt
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
141100;"Förderung sexueller Handlungen Minderjähriger § 180 StGB; gültig bis 31.12.2017";W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141100;"Förderung sexueller Handlungen Minderjähriger § 180 StGB; gültig bis 31.12.2017";M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
141100;"Förderung sexueller Handlungen Minderjähriger § 180 StGB; gültig bis 31.12.2017";G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
142000;Zuhälterei § 181a StGB;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
142000;Zuhälterei § 181a StGB;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
142000;Zuhälterei § 181a StGB;G;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;W;134;0;0;2;10;27;39;22;14;36;75;7;82;7;0;7;7;13;19;6;0;52
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;M;901;0;3;6;18;58;85;132;108;240;325;86;411;46;37;83;82;130;91;71;33;490
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;G;1.035;0;3;8;28;85;124;154;122;276;400;93;493;53;37;90;89;143;110;77;33;542
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;W;8;0;0;0;1;1;2;2;0;2;4;0;4;0;0;0;1;1;1;1;0;4
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;M;73;0;0;0;0;1;1;7;4;11;12;10;22;5;4;9;10;19;3;7;3;51
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;G;81;0;0;0;1;2;3;9;4;13;16;10;26;5;4;9;11;20;4;8;3;55
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;M;7;0;0;0;0;1;1;1;1;2;3;2;5;1;0;1;0;0;1;0;0;2
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;G;8;0;0;0;0;1;1;1;1;2;3;2;5;1;0;1;0;1;1;0;0;3
143030;"Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien § 184d StGB; gültig bis 31.12.2021";W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143030;"Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien § 184d StGB; gültig bis 31.12.2021";M;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
143030;"Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien § 184d StGB; gültig bis 31.12.2021";G;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;W;3;0;0;0;0;1;1;0;0;0;1;1;2;0;0;0;0;1;0;0;0;1
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;M;25;0;0;0;0;4;4;4;4;8;12;3;15;1;2;3;2;4;1;0;0;10
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;G;28;0;0;0;0;5;5;4;4;8;13;4;17;1;2;3;2;5;1;0;0;11
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften;W;94;0;0;2;8;20;30;15;9;24;54;4;58;5;0;5;5;9;13;4;0;36
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften;M;726;0;3;6;18;44;71;104;86;190;261;61;322;36;31;67;66;103;80;59;29;404
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften;G;820;0;3;8;26;64;101;119;95;214;315;65;380;41;31;72;71;112;93;63;29;440
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;W;54;0;0;2;7;17;26;9;2;11;37;1;38;4;0;4;2;5;4;1;0;16
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;M;398;0;3;6;18;36;63;66;41;107;170;22;192;18;16;34;30;58;41;32;11;206
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;G;452;0;3;8;25;53;89;75;43;118;207;23;230;22;16;38;32;63;45;33;11;222
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;W;30;0;0;1;2;10;13;7;0;7;20;1;21;3;0;3;0;4;2;0;0;9
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;M;256;0;3;2;12;23;40;48;33;81;121;9;130;14;10;24;20;31;29;17;5;126
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;G;286;0;3;3;14;33;53;55;33;88;141;10;151;17;10;27;20;35;31;17;5;135
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;W;20;0;0;0;2;6;8;2;2;4;12;0;12;2;0;2;2;1;2;1;0;8
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;M;136;0;0;3;4;10;17;18;9;27;44;13;57;4;6;10;10;28;12;13;6;79
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;G;156;0;0;3;6;16;25;20;11;31;56;13;69;6;6;12;12;29;14;14;6;87
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;W;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;M;5;0;0;0;1;0;1;0;1;1;2;0;2;0;0;0;1;1;0;1;0;3
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;G;6;0;0;0;2;0;2;0;1;1;3;0;3;0;0;0;1;1;0;1;0;3
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;W;4;0;0;1;2;1;4;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;M;6;0;0;1;1;3;5;0;0;0;5;0;5;0;0;0;0;0;0;1;0;1
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;G;10;0;0;2;3;4;9;0;0;0;9;0;9;0;0;0;0;0;0;1;0;1
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;M;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;G;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;W;40;0;0;0;1;3;4;6;7;13;17;3;20;1;0;1;3;4;9;3;0;20
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;M;341;0;0;0;0;10;10;39;47;86;96;39;135;20;16;36;36;49;41;26;18;206
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;G;381;0;0;0;1;13;14;45;54;99;113;42;155;21;16;37;39;53;50;29;18;226
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften;W;28;0;0;0;1;5;6;5;5;10;16;2;18;2;0;2;1;1;5;1;0;10
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften;M;89;0;0;0;0;7;7;16;17;33;40;11;51;5;2;7;5;10;9;6;1;38
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften;G;117;0;0;0;1;12;13;21;22;43;56;13;69;7;2;9;6;11;14;7;1;48
143510;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften;W;14;0;0;0;0;4;4;4;3;7;11;0;11;1;0;1;1;0;1;0;0;3
143510;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften;M;49;0;0;0;0;5;5;13;13;26;31;5;36;3;0;3;1;3;4;2;0;13
143510;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften;G;63;0;0;0;0;9;9;17;16;33;42;5;47;4;0;4;2;3;5;2;0;16
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;W;13;0;0;0;0;4;4;3;3;6;10;0;10;1;0;1;1;0;1;0;0;3
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;M;39;0;0;0;0;5;5;9;13;22;27;4;31;1;0;1;1;2;4;0;0;8
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;G;52;0;0;0;0;9;9;12;16;28;37;4;41;2;0;2;2;2;5;0;0;11
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;W;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;M;4;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;0;0;0;2;0;2
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;G;5;0;0;0;0;0;0;3;0;3;3;0;3;0;0;0;0;0;0;2;0;2
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;M;5;0;0;0;0;0;0;1;0;1;1;1;2;2;0;2;0;1;0;0;0;3
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;G;5;0;0;0;0;0;0;1;0;1;1;1;2;2;0;2;0;1;0;0;0;3
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;M;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;G;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;W;14;0;0;0;1;1;2;1;2;3;5;2;7;1;0;1;0;1;4;1;0;7
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;M;41;0;0;0;0;2;2;3;4;7;9;6;15;2;2;4;4;8;5;4;1;26
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;G;55;0;0;0;1;3;4;4;6;10;14;8;22;3;2;5;4;9;9;5;1;33
145000;Verletzung des Intimbereichs durch Bildaufnahmen §184k StGB;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;3
145000;Verletzung des Intimbereichs durch Bildaufnahmen §184k StGB;M;12;0;0;0;0;0;0;1;1;2;2;1;3;2;1;3;0;4;2;0;0;9
145000;Verletzung des Intimbereichs durch Bildaufnahmen §184k StGB;G;15;0;0;0;0;0;0;1;1;2;2;1;3;2;2;4;0;4;3;1;0;12
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;W;4.136;0;2;11;29;88;130;156;159;315;445;260;705;178;174;352;434;963;749;569;364;3.431
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;M;16.154;4;15;80;156;320;575;611;696;1.307;1.882;1.202;3.084;779;718;1.497;1.819;3.584;2.656;2.104;1.410;13.070
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;G;20.290;4;17;91;185;408;705;767;855;1.622;2.327;1.462;3.789;957;892;1.849;2.253;4.547;3.405;2.673;1.774;16.501
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;W;57;0;0;0;0;1;1;9;3;12;13;4;17;1;6;7;9;9;12;3;0;40
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;M;770;0;0;1;5;25;31;73;120;193;224;131;355;46;41;87;92;128;68;30;10;415
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;G;827;0;0;1;5;26;32;82;123;205;237;135;372;47;47;94;101;137;80;33;10;455
210010;Sonstiger Raub § 249 StGB;W;4;0;0;0;0;0;0;3;0;3;3;0;3;0;0;0;0;0;1;0;0;1
210010;Sonstiger Raub § 249 StGB;M;37;0;0;0;1;0;1;6;6;12;13;2;15;2;1;3;7;4;4;3;1;22
210010;Sonstiger Raub § 249 StGB;G;41;0;0;0;1;0;1;9;6;15;16;2;18;2;1;3;7;4;5;3;1;23
210020;Sonstiger schwerer Raub § 250 StGB;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1
210020;Sonstiger schwerer Raub § 250 StGB;M;18;0;0;0;1;0;1;0;5;5;6;6;12;0;2;2;1;1;1;1;0;6
210020;Sonstiger schwerer Raub § 250 StGB;G;19;0;0;0;1;0;1;0;5;5;6;6;12;0;3;3;1;1;1;1;0;7
210040;Räuberischer Diebstahl § 252 StGB;W;23;0;0;0;0;1;1;4;0;4;5;0;5;0;1;1;5;5;5;2;0;18
210040;Räuberischer Diebstahl § 252 StGB;M;186;0;0;1;0;1;2;7;11;18;20;16;36;6;9;15;33;53;31;12;6;150
210040;Räuberischer Diebstahl § 252 StGB;G;209;0;0;1;0;2;3;11;11;22;25;16;41;6;10;16;38;58;36;14;6;168
210050;Sonstige räuberische Erpressung § 255 StGB;W;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;0;6
210050;Sonstige räuberische Erpressung § 255 StGB;M;55;0;0;0;2;8;10;4;5;9;19;7;26;3;5;8;9;8;3;1;0;29
210050;Sonstige räuberische Erpressung § 255 StGB;G;61;0;0;0;2;8;10;4;5;9;19;7;26;3;7;10;10;9;4;2;0;35
212000;Raubüberfälle auf sonstige Kassenräume und Geschäfte;W;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
212000;Raubüberfälle auf sonstige Kassenräume und Geschäfte;M;33;0;0;0;0;0;0;2;7;9;9;4;13;2;2;4;8;4;2;2;0;20
212000;Raubüberfälle auf sonstige Kassenräume und Geschäfte;G;34;0;0;0;0;0;0;2;7;9;9;5;14;2;2;4;8;4;2;2;0;20
212010;Raub auf sonstige Kassenräume oder Geschäfte;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212010;Raub auf sonstige Kassenräume oder Geschäfte;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
212010;Raub auf sonstige Kassenräume oder Geschäfte;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte;W;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte;M;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;2
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte;G;4;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;1;0;0;0;0;2
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2
212200;Raubüberfälle auf Tankstellen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212200;Raubüberfälle auf Tankstellen;M;28;0;0;0;0;0;0;2;7;9;9;3;12;2;1;3;8;4;0;1;0;16
212200;Raubüberfälle auf Tankstellen;G;28;0;0;0;0;0;0;2;7;9;9;3;12;2;1;3;8;4;0;1;0;16
212210;Raub auf Tankstellen § 249 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212210;Raub auf Tankstellen § 249 StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
212210;Raub auf Tankstellen § 249 StGB;G;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
212220;Schwerer Raub auf Tankstellen § 250 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212220;Schwerer Raub auf Tankstellen § 250 StGB;M;18;0;0;0;0;0;0;1;6;7;7;3;10;1;1;2;5;1;0;0;0;8
212220;Schwerer Raub auf Tankstellen § 250 StGB;G;18;0;0;0;0;0;0;1;6;7;7;3;10;1;1;2;5;1;0;0;0;8
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;M;11;0;0;0;0;0;0;1;1;2;2;0;2;1;0;1;4;3;0;1;0;9
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;G;11;0;0;0;0;0;0;1;1;2;2;0;2;1;0;1;4;3;0;1;0;9
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
214079;Räuberischer Angriff auf sonstige Kraftfahrer;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214079;Räuberischer Angriff auf sonstige Kraftfahrer;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
214079;Räuberischer Angriff auf sonstige Kraftfahrer;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
214100;Beraubung von Taxifahrern;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214100;Beraubung von Taxifahrern;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
214100;Beraubung von Taxifahrern;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
216000;Handtaschenraub;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;M;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;1;0;8
216000;Handtaschenraub;G;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;1;0;8
216010;Handtaschenraub § 249 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216010;Handtaschenraub § 249 StGB;M;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;1;0;7
216010;Handtaschenraub § 249 StGB;G;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;1;0;7
216020;Handtaschenraub § 250 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216020;Handtaschenraub § 250 StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
216020;Handtaschenraub § 250 StGB;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;W;14;0;0;0;0;0;0;1;3;4;4;1;5;0;0;0;3;3;3;0;0;9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;M;360;0;0;0;1;16;17;55;82;137;154;84;238;26;10;36;30;33;16;6;1;122
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;G;374;0;0;0;1;16;17;56;85;141;158;85;243;26;10;36;33;36;19;6;1;131
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;W;7;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;2;2;2;0;0;6
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;M;198;0;0;0;1;11;12;28;51;79;91;48;139;10;3;13;20;15;9;2;0;59
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;G;205;0;0;0;1;11;12;28;52;80;92;48;140;10;3;13;22;17;11;2;0;65
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;W;4;0;0;0;0;0;0;1;1;2;2;0;2;0;0;0;1;0;1;0;0;2
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;M;79;0;0;0;0;0;0;9;23;32;32;18;50;13;2;15;5;7;2;0;0;29
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;G;83;0;0;0;0;0;0;10;24;34;34;18;52;13;2;15;6;7;3;0;0;31
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;W;4;0;0;0;0;0;0;0;1;1;1;1;2;0;0;0;0;1;1;0;0;2
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;M;119;0;0;0;0;6;6;22;22;44;50;28;78;4;5;9;7;14;6;4;1;41
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;G;123;0;0;0;0;6;6;22;23;45;51;29;80;4;5;9;7;15;7;4;1;43
218000;Raub zur Erlangung von Betäubungsmitteln;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218000;Raub zur Erlangung von Betäubungsmitteln;M;10;0;0;0;0;0;0;2;4;6;6;4;10;0;0;0;0;0;0;0;0;0
218000;Raub zur Erlangung von Betäubungsmitteln;G;10;0;0;0;0;0;0;2;4;6;6;4;10;0;0;0;0;0;0;0;0;0
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;M;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;G;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;M;8;0;0;0;0;0;0;2;4;6;6;2;8;0;0;0;0;0;0;0;0;0
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;G;8;0;0;0;0;0;0;2;4;6;6;2;8;0;0;0;0;0;0;0;0;0
219000;Raubüberfälle in Wohnungen;W;9;0;0;0;0;0;0;1;0;1;1;2;3;1;2;3;1;0;2;0;0;6
219000;Raubüberfälle in Wohnungen;M;101;0;0;0;0;0;0;1;8;9;9;14;23;8;13;21;9;30;12;4;2;78
219000;Raubüberfälle in Wohnungen;G;110;0;0;0;0;0;0;2;8;10;10;16;26;9;15;24;10;30;14;4;2;84
219010;Raub in Wohnungen § 249 StGB;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
219010;Raub in Wohnungen § 249 StGB;M;44;0;0;0;0;0;0;1;3;4;4;6;10;2;3;5;4;13;7;4;1;34
219010;Raub in Wohnungen § 249 StGB;G;45;0;0;0;0;0;0;1;3;4;4;6;10;2;3;5;5;13;7;4;1;35
219020;Schwerer Raub in Wohnungen § 250 StGB;W;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;2
219020;Schwerer Raub in Wohnungen § 250 StGB;M;29;0;0;0;0;0;0;0;4;4;4;5;9;1;3;4;1;11;4;0;0;20
